prompt,target
Predict the heat resistance class of the following SMILES: c1c2c(ccc1*)C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5ccc(C(*)=O)cc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: N1(c2ccc(C(c3ccc(N4C(=O)c5ccc(C(=O)*)cc5C4=O)cc3)=O)cc2)C(=O)c2cc(*)ccc2C1=O,class 3
Predict the heat resistance class of the following SMILES: c1cc(N2C(=O)c3c(ccc(*)c3)C2=O)ccc1C(c1ccc(N2C(=O)c3c(ccc(C(=O)*)c3)C2=O)cc1)=O,class 3
Predict the heat resistance class of the following SMILES: c12c(cc(C(=O)*)cc1)C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(N2C(=O)c3c(ccc(C(=O)*)c3)C2=O)ccc(C(c2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2)=O)c1,class 3
Predict the heat resistance class of the following SMILES: c12ccc(C(=O)*)cc1C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccc(C(=O)c3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc2)C(=O)c2c1cc(C(=O)*)cc2,class 3
Predict the heat resistance class of the following SMILES: C(=O)(c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1)c1ccc(N2C(=O)c3c(cc(C(=O)*)cc3)C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: C1(=O)c2cc(*)ccc2C(=O)N1c1ccc(C(=O)c2ccc(N3C(=O)c4cc(C(=O)*)ccc4C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1c2c(cc(C(*)=O)c1)C(=O)N(c1ccc(C(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: C(c1ccc(N2C(=O)c3cc(C(=O)*)ccc3C2=O)cc1)(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3c(S*)cccc3C2=O)ccc(Oc2ccc(N3C(=O)c4c(cccc4*)C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c12c(*)cccc1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(S*)cccc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(N2C(=O)c3c(c(*)ccc3)C2=O)ccc(Oc2ccc(N3C(=O)c4c(cccc4S*)C3=O)cc2)c1,class 3
Predict the heat resistance class of the following SMILES: c1(Oc2ccc(N3C(=O)c4c(S*)cccc4C3=O)cc2)ccc(N2C(=O)c3c(*)cccc3C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: O=C1c2c(S*)cccc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4c(c(*)ccc4)C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c12cccc(*)c1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(S*)cccc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3cccc(*)c3C2=O)ccc(Oc2ccc(N3C(=O)c4c(cccc4S*)C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1c2c(c(S*)cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(c(*)ccc5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(Oc2ccc(N3C(=O)c4cccc(*)c4C3=O)cc2)ccc(N2C(=O)c3c(S*)cccc3C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1ccc(*)c2c1C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cccc5S*)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3c(cccc3*)C2=O)ccc(Oc2ccc(N3C(=O)c4c(c(S*)ccc4)C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1(*)c2c(ccc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cccc(S*)c5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3c(cccc3S*)C2=O)ccc(Oc2ccc(N3C(=O)c4c(cccc4*)C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1c(N2C(=O)c3c(cccc3*)C2=O)ccc(Oc2ccc(N3C(=O)c4c(S*)cccc4C3=O)cc2)c1,class 3
Predict the heat resistance class of the following SMILES: N1(c2ccc(Oc3ccc(N4C(=O)c5cccc(S*)c5C4=O)cc3)cc2)C(=O)c2c(*)cccc2C1=O,class 3
Predict the heat resistance class of the following SMILES: O(c1ccc(Oc2ccc(-n3c(=O)c4c(ccc5c(=O)n(*)c(=O)c45)c3=O)cc2)cc1)c1ccc(*)cc1,class 3
Predict the heat resistance class of the following SMILES: O=c1c2c(c(=O)n1*)ccc1c2c(=O)n(-c2ccc(Oc3ccc(Oc4ccc(*)cc4)cc3)cc2)c1=O,class 3
Predict the heat resistance class of the following SMILES: O=c1c2c(c(=O)n1*)ccc1c(=O)n(-c3ccc(Oc4ccc(Oc5ccc(*)cc5)cc4)cc3)c(=O)c21,class 3
Predict the heat resistance class of the following SMILES: O(c1ccc(-n2c(=O)c3c(c2=O)ccc2c(=O)n(*)c(=O)c32)cc1)c1ccc(Oc2ccc(*)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1(Oc2ccc(-n3c(=O)c4ccc5c(c(=O)n(*)c5=O)c4c3=O)cc2)ccc(Oc2ccc(*)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1cc2c(=O)n(*)c(=O)c2c2c(=O)n(-c3ccc(Oc4ccc(Oc5ccc(*)cc5)cc4)cc3)c(=O)c12,class 3
Predict the heat resistance class of the following SMILES: c12c(c(=O)n(*)c1=O)ccc1c2c(=O)n(-c2ccc(Oc3ccc(Oc4ccc(*)cc4)cc3)cc2)c1=O,class 3
Predict the heat resistance class of the following SMILES: c1cc(Oc2ccc(Oc3ccc(*)cc3)cc2)ccc1-n1c(=O)c2c(c1=O)c1c(c(=O)n(*)c1=O)cc2,class 3
Predict the heat resistance class of the following SMILES: c1cc(Oc2ccc(*)cc2)ccc1Oc1ccc(-n2c(=O)c3c(ccc4c(=O)n(*)c(=O)c34)c2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1c(Oc2ccc(Oc3ccc(-n4c(=O)c5c(c4=O)c4c(c(=O)n(*)c4=O)cc5)cc3)cc2)ccc(*)c1,class 3
Predict the heat resistance class of the following SMILES: c1(Oc2ccc(*)cc2)ccc(Oc2ccc(-n3c(=O)c4c(c5c(=O)n(*)c(=O)c5cc4)c3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1c2c(=O)n(-c3ccc(Oc4ccc(Oc5ccc(*)cc5)cc4)cc3)c(=O)c2c2c(=O)n(*)c(=O)c2c1,class 3
Predict the heat resistance class of the following SMILES: c1(Oc2ccc(*)cc2)ccc(Oc2ccc(-n3c(=O)c4ccc5c(=O)n(*)c(=O)c5c4c3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c12c3c(c(=O)n(*)c3=O)ccc1c(=O)n(-c1ccc(Oc3ccc(Oc4ccc(*)cc4)cc3)cc1)c2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(Oc2ccc(Oc3ccc(-n4c(=O)c5c(c6c(=O)n(*)c(=O)c6cc5)c4=O)cc3)cc2)ccc(*)c1,class 3
Predict the heat resistance class of the following SMILES: c1c2c(ccc1*)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5cc(C(*)=O)ccc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3ccc(C(*)=O)cc3C2=O)ccc(Cc2ccc(N3C(=O)c4cc(*)ccc4C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1c2c(cc(*)c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5c(cc(C(=O)*)cc5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(Cc2ccc(N3C(=O)c4c(ccc(C(*)=O)c4)C3=O)cc2)ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: *C(c1cc2c(cc1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc1)C2=O)=O,class 3
Predict the heat resistance class of the following SMILES: c1c(Cc2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2)ccc(N2C(=O)c3cc(C(=O)*)ccc3C2=O)c1,class 3
Predict the heat resistance class of the following SMILES: O=C1c2ccc(*)cc2C(=O)N1c1ccc(Cc2ccc(N3C(=O)c4c(cc(C(*)=O)cc4)C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: O=C1c2cc(C(*)=O)ccc2C(=O)N1c1ccc(Cc2ccc(N3C(=O)c4cc(*)ccc4C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: c1cc2c(cc1C(*)=O)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(C(=O)*)ccc2c1C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1c2c(cc(C(*)=O)cc2)C(=O)N1c1ccc(Cc2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: C(=O)(c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc1)C2=O)*,class 3
Predict the heat resistance class of the following SMILES: c1c2c(cc(C(=O)*)c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccc(Cc3ccc(N4C(=O)c5cc(C(*)=O)ccc5C4=O)cc3)cc2)C(=O)c2ccc(*)cc21,class 3
Predict the heat resistance class of the following SMILES: C(c1ccc(N2C(=O)c3cc(*)ccc3C2=O)cc1)c1ccc(N2C(=O)c3c(ccc(C(=O)*)c3)C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccc(Oc3ccc(N4C(=O)c5c(cc(C(*)=O)cc5)C4=O)cc3)cc2)C(=O)c2ccc(*)cc21,class 3
Predict the heat resistance class of the following SMILES: O=C(*)c1cc2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(C(=O)*)cc2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1cc(Oc2ccc(N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)cc2)ccc1N1C(=O)c2ccc(*)cc2C1=O,class 3
Predict the heat resistance class of the following SMILES: c12c(ccc(C(=O)*)c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(*)cc5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1cc2c(cc1*)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(C(=O)*)cc5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(N2C(=O)c3cc(C(*)=O)ccc3C2=O)ccc(Oc2ccc(N3C(=O)c4cc(*)ccc4C3=O)cc2)c1,class 3
Predict the heat resistance class of the following SMILES: c1c(N2C(=O)c3c(cc(C(*)=O)cc3)C2=O)ccc(Oc2ccc(N3C(=O)c4c(cc(*)cc4)C3=O)cc2)c1,class 3
Predict the heat resistance class of the following SMILES: c12c(cc(*)cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(C(*)=O)c5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c12c(ccc(C(=O)*)c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5cc(*)ccc5C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C(*)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(cc(*)cc5)C4=O)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(Oc2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)ccc(N2C(=O)c3ccc(C(*)=O)cc3C2=O)c1,class 3
Predict the heat resistance class of the following SMILES: O=C(c1cc2c(cc1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O)*,class 3
Predict the heat resistance class of the following SMILES: c1cc(Oc2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)ccc1N1C(=O)c2c(cc(C(=O)*)cc2)C1=O,class 3
Predict the heat resistance class of the following SMILES: C1(=O)N(c2ccc(Oc3ccc(N4C(=O)c5cc(C(*)=O)ccc5C4=O)cc3)cc2)C(=O)c2ccc(*)cc21,class 3
Predict the heat resistance class of the following SMILES: c1c(Cc2ccc(N3C(=O)c4ccc(C(*)=O)cc4C3=O)cc2)c(N2C(=O)c3c(cc(*)cc3)C2=O)ccc1,class 3
Predict the heat resistance class of the following SMILES: C(c1c(N2C(=O)c3cc(*)ccc3C2=O)cccc1)c1ccc(N2C(=O)c3c(ccc(C(*)=O)c3)C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: C1(=O)N(c2ccc(Cc3ccccc3N3C(=O)c4c(cc(*)cc4)C3=O)cc2)C(=O)c2cc(C(*)=O)ccc21,class 3
Predict the heat resistance class of the following SMILES: O=C1c2ccc(C(=O)*)cc2C(=O)N1c1ccc(Cc2c(N3C(=O)c4cc(*)ccc4C3=O)cccc2)cc1,class 3
Predict the heat resistance class of the following SMILES: O=C(*)c1ccc2c(c1)C(=O)N(c1ccc(Cc3c(N4C(=O)c5cc(*)ccc5C4=O)cccc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c12ccc(*)cc1C(=O)N(c1c(Cc3ccc(N4C(=O)c5c(ccc(C(=O)*)c5)C4=O)cc3)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccc(Cc3ccccc3N3C(=O)c4c(cc(*)cc4)C3=O)cc2)C(=O)c2ccc(C(*)=O)cc21,class 3
Predict the heat resistance class of the following SMILES: c1c2c(cc(C(=O)*)c1)C(=O)N(c1ccc(Cc3ccccc3N3C(=O)c4c(ccc(*)c4)C3=O)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1cc(C(=O)*)cc2c1C(=O)N(c1ccc(Cc3c(N4C(=O)c5ccc(*)cc5C4=O)cccc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: *C(c1cc2c(cc1)C(=O)N(c1ccc(Cc3ccccc3N3C(=O)c4c(ccc(*)c4)C3=O)cc1)C2=O)=O,class 3
Predict the heat resistance class of the following SMILES: c1c2c(ccc1*)C(=O)N(c1c(Cc3ccc(N4C(=O)c5c(cc(C(*)=O)cc5)C4=O)cc3)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccc(Cc3c(N4C(=O)c5cc(*)ccc5C4=O)cccc3)cc2)C(=O)c2c1cc(C(=O)*)cc2,class 3
Predict the heat resistance class of the following SMILES: c12ccc(C(*)=O)cc1C(=O)N(c1ccc(Cc3c(N4C(=O)c5c(cc(*)cc5)C4=O)cccc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3cc(C(=O)*)ccc3C2=O)ccc(Cc2ccccc2N2C(=O)c3c(ccc(*)c3)C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1(Cc2ccc(N3C(=O)c4c(cc(C(*)=O)cc4)C3=O)cc2)ccccc1N1C(=O)c2cc(*)ccc2C1=O,class 3
Predict the heat resistance class of the following SMILES: C(F)(C(c1ccc2c(c1)C(=O)N(C)C2=O)(c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C)cc3)cc1)C2=O)C(F)(F)F)(F)F,class 3
Predict the heat resistance class of the following SMILES: c1c2c(cc(C(c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)c1)C(=O)N(C)C2=O,class 3
Predict the heat resistance class of the following SMILES: FC(F)(F)C(c1cc2c(cc1)C(=O)N(c1ccc(Cc3ccc(C)cc3)cc1)C2=O)(c1ccc2c(c1)C(=O)N(C)C2=O)C(F)(F)F,class 3
Predict the heat resistance class of the following SMILES: C1(=O)c2cc(C(c3ccc4c(c3)C(=O)N(C)C4=O)(C(F)(F)F)C(F)(F)F)ccc2C(=O)N1c1ccc(Cc2ccc(C)cc2)cc1,class 3
Predict the heat resistance class of the following SMILES: O=C1c2cc(C(c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)(C(F)(F)F)C(F)(F)F)ccc2C(=O)N1C,class 3
Predict the heat resistance class of the following SMILES: c1c(Cc2ccc(N3C(=O)c4cc(C(C(F)(F)F)(C(F)(F)F)c5ccc6c(c5)C(=O)N(C)C6=O)ccc4C3=O)cc2)ccc(C)c1,class 3
Predict the heat resistance class of the following SMILES: c1(Cc2ccc(N3C(=O)c4c(ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)c4)C3=O)cc2)ccc(C)cc1,class 3
Predict the heat resistance class of the following SMILES: c1cc(Cc2ccc(N3C(=O)c4c(ccc(C(C(F)(F)F)(c5cc6c(cc5)C(=O)N(C)C6=O)C(F)(F)F)c4)C3=O)cc2)ccc1C,class 3
Predict the heat resistance class of the following SMILES: C(c1cc2c(cc1)C(=O)N(c1ccc(Cc3ccc(C)cc3)cc1)C2=O)(c1cc2c(cc1)C(=O)N(C)C2=O)(C(F)(F)F)C(F)(F)F,class 3
Predict the heat resistance class of the following SMILES: c1cc2c(cc1C(C(F)(F)F)(C(F)(F)F)c1ccc3c(c1)C(=O)N(C)C3=O)C(=O)N(c1ccc(Cc3ccc(C)cc3)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: C(c1ccc(N2C(=O)c3c(cc(C(c4cc5c(cc4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3)C2=O)cc1)c1ccc(C)cc1,class 3
Predict the heat resistance class of the following SMILES: FC(C(c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C)cc3)cc1)C2=O)(c1ccc2c(c1)C(=O)N(C)C2=O)C(F)(F)F)(F)F,class 3
Predict the heat resistance class of the following SMILES: FC(F)(C(c1ccc2c(c1)C(=O)N(C)C2=O)(c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C)cc3)cc1)C2=O)C(F)(F)F)F,class 3
Predict the heat resistance class of the following SMILES: C1(=O)N(C)C(=O)c2cc(C(C(F)(F)F)(c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(C)cc5)cc3)C4=O)C(F)(F)F)ccc21,class 3
Predict the heat resistance class of the following SMILES: c1(Cc2ccc(C)cc2)ccc(N2C(=O)c3ccc(C(C(F)(F)F)(c4ccc5c(c4)C(=O)N(C)C5=O)C(F)(F)F)cc3C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1cc2c(cc1C(=O)*)C(=O)N(c1ccc(C(c3ccccc3N3C(=O)c4c(ccc(*)c4)C3=O)=O)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1cc(C(c2ccccc2N2C(=O)c3c(ccc(*)c3)C2=O)=O)ccc1N1C(=O)c2ccc(C(=O)*)cc2C1=O,class 3
Predict the heat resistance class of the following SMILES: c1(C(c2c(N3C(=O)c4cc(*)ccc4C3=O)cccc2)=O)ccc(N2C(=O)c3cc(C(*)=O)ccc3C2=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1(N2C(=O)c3c(cc(C(*)=O)cc3)C2=O)ccc(C(c2ccccc2N2C(=O)c3c(cc(*)cc3)C2=O)=O)cc1,class 3
Predict the heat resistance class of the following SMILES: c1ccc(C(c2ccc(N3C(=O)c4ccc(C(*)=O)cc4C3=O)cc2)=O)c(N2C(=O)c3c(ccc(*)c3)C2=O)c1,class 3
Predict the heat resistance class of the following SMILES: c12c(ccc(*)c1)C(=O)N(c1c(C(c3ccc(N4C(=O)c5ccc(C(=O)*)cc5C4=O)cc3)=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1(*)ccc2c(c1)C(=O)N(c1ccccc1C(=O)c1ccc(N3C(=O)c4ccc(C(=O)*)cc4C3=O)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(*)ccc2c1C(=O)N(c1c(C(c3ccc(N4C(=O)c5c(cc(C(*)=O)cc5)C4=O)cc3)=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c12c(cc(*)cc1)C(=O)N(c1ccccc1C(=O)c1ccc(N3C(=O)c4ccc(C(=O)*)cc4C3=O)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: C1(=O)N(c2ccc(C(c3c(N4C(=O)c5ccc(*)cc5C4=O)cccc3)=O)cc2)C(=O)c2cc(C(=O)*)ccc21,class 3
Predict the heat resistance class of the following SMILES: *C(c1cc2c(cc1)C(=O)N(c1ccc(C(c3ccccc3N3C(=O)c4c(cc(*)cc4)C3=O)=O)cc1)C2=O)=O,class 3
Predict the heat resistance class of the following SMILES: c1c2c(cc(C(*)=O)c1)C(=O)N(c1ccc(C(c3c(N4C(=O)c5cc(*)ccc5C4=O)cccc3)=O)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccc(C(c3c(N4C(=O)c5c(cc(*)cc5)C4=O)cccc3)=O)cc2)C(=O)c2ccc(C(*)=O)cc21,class 3
Predict the heat resistance class of the following SMILES: c1cc2c(cc1C(=O)*)C(=O)N(c1ccc(C(=O)c3ccccc3N3C(=O)c4cc(*)ccc4C3=O)cc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2ccccc2C(=O)c2ccc(N3C(=O)c4cc(C(*)=O)ccc4C3=O)cc2)C(=O)c2c1ccc(*)c2,class 3
Predict the heat resistance class of the following SMILES: c1cccc(Oc2ccccc2N2C(=O)c3c(ccc(C(*)=O)c3)C2=O)c1N1C(=O)c2cc(*)ccc2C1=O,class 3
Predict the heat resistance class of the following SMILES: c1cc(*)cc2c1C(=O)N(c1ccccc1Oc1ccccc1N1C(=O)c3c(cc(C(*)=O)cc3)C1=O)C2=O,class 3
Predict the heat resistance class of the following SMILES: N1(c2ccccc2Oc2c(N3C(=O)c4c(ccc(C(=O)*)c4)C3=O)cccc2)C(=O)c2ccc(*)cc2C1=O,class 3
Predict the heat resistance class of the following SMILES: c1(C(*)=O)cc2c(cc1)C(=O)N(c1c(Oc3ccccc3N3C(=O)c4c(cc(*)cc4)C3=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O(c1ccccc1N1C(=O)c2cc(C(*)=O)ccc2C1=O)c1c(N2C(=O)c3ccc(*)cc3C2=O)cccc1,class 3
Predict the heat resistance class of the following SMILES: c1ccc(Oc2ccccc2N2C(=O)c3c(cc(*)cc3)C2=O)c(N2C(=O)c3ccc(C(*)=O)cc3C2=O)c1,class 3
Predict the heat resistance class of the following SMILES: c1(*)ccc2c(c1)C(=O)N(c1ccccc1Oc1c(N3C(=O)c4c(ccc(C(*)=O)c4)C3=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: *C(=O)c1ccc2c(c1)C(=O)N(c1c(Oc3c(N4C(=O)c5cc(*)ccc5C4=O)cccc3)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2c(Oc3c(N4C(=O)c5c(ccc(C(=O)*)c5)C4=O)cccc3)cccc2)C(=O)c2cc(*)ccc21,class 3
Predict the heat resistance class of the following SMILES: c1ccc(Oc2ccccc2N2C(=O)c3c(ccc(C(*)=O)c3)C2=O)c(N2C(=O)c3cc(*)ccc3C2=O)c1,class 3
Predict the heat resistance class of the following SMILES: *c1ccc2c(c1)C(=O)N(c1ccccc1Oc1c(N3C(=O)c4c(cc(C(*)=O)cc4)C3=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(*)cc2c(c1)C(=O)N(c1c(Oc3ccccc3N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(*)cc2c(c1)C(=O)N(c1ccccc1Oc1c(N3C(=O)c4c(cc(C(*)=O)cc4)C3=O)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: c1c(Oc2c(N3C(=O)c4c(cc(*)cc4)C3=O)cccc2)c(N2C(=O)c3c(cc(C(=O)*)cc3)C2=O)ccc1,class 3
Predict the heat resistance class of the following SMILES: c1cc(C(=O)*)cc2c1C(=O)N(c1ccccc1Oc1ccccc1N1C(=O)c3c(ccc(*)c3)C1=O)C2=O,class 3
Predict the heat resistance class of the following SMILES: N1(c2ccccc2C(c2ccccc2N2C(=O)c3cc(*)ccc3C2=O)=O)C(=O)c2c(cc(C(*)=O)cc2)C1=O,class 3
Predict the heat resistance class of the following SMILES: c1(C(=O)c2c(N3C(=O)c4ccc(C(*)=O)cc4C3=O)cccc2)c(N2C(=O)c3c(ccc(*)c3)C2=O)cccc1,class 3
Predict the heat resistance class of the following SMILES: c1cccc(C(c2c(N3C(=O)c4c(cc(C(=O)*)cc4)C3=O)cccc2)=O)c1N1C(=O)c2c(cc(*)cc2)C1=O,class 3
Predict the heat resistance class of the following SMILES: C(c1c(N2C(=O)c3cc(C(=O)*)ccc3C2=O)cccc1)(=O)c1ccccc1N1C(=O)c2c(ccc(*)c2)C1=O,class 3
Predict the heat resistance class of the following SMILES: c1cccc(C(c2c(N3C(=O)c4c(ccc(*)c4)C3=O)cccc2)=O)c1N1C(=O)c2c(cc(C(=O)*)cc2)C1=O,class 3
Predict the heat resistance class of the following SMILES: *C(=O)c1cc2c(cc1)C(=O)N(c1c(C(=O)c3c(N4C(=O)c5c(ccc(*)c5)C4=O)cccc3)cccc1)C2=O,class 3
Predict the heat resistance class of the following SMILES: C(=O)(c1ccccc1N1C(=O)c2c(cc(C(*)=O)cc2)C1=O)c1c(N2C(=O)c3ccc(*)cc3C2=O)cccc1,class 3
Predict the heat resistance class of the following SMILES: c1(C(c2c(N3C(=O)c4c(ccc(C(=O)*)c4)C3=O)cccc2)=O)ccccc1N1C(=O)c2c(cc(*)cc2)C1=O,class 3
Predict the heat resistance class of the following SMILES: c1(C(c2ccccc2N2C(=O)c3ccc(*)cc3C2=O)=O)ccccc1N1C(=O)c2c(ccc(C(*)=O)c2)C1=O,class 3
Predict the heat resistance class of the following SMILES: O=C1N(c2c(C(=O)c3c(N4C(=O)c5ccc(*)cc5C4=O)cccc3)cccc2)C(=O)c2cc(C(*)=O)ccc21,class 3
Predict the heat resistance class of the following SMILES: c1c2c(ccc1C(*)=O)C(=O)N(c1ccccc1C(c1c(N3C(=O)c4c(cc(*)cc4)C3=O)cccc1)=O)C2=O,class 3
